orderID,executionDate,WETHamount,DXD/WETH,fill,minDXD,WETHleft,batchExpiry,txsHash,ethPrice,dxdPrice
86,05-12-2021,8.529999999999998976,0.20254557010064306,0.9999999997791001,42.113979564013764202,1.884275754E-9,5471049,https://blockscout.com/xdai/mainnet/tx/0x4a7b62b8838eec2c7a79da38a5e5e3f6cefdee41357b124feed271fac970ea5a,4101.656791810778,830.7724132544886
87,06-12-2021,8.310000000000000000,0.19363863595499237,0.999999999773252,42.914989351254790610,1.884275495E-9,5471330,https://blockscout.com/xdai/mainnet/tx/0x46491c9a17b809b3e17a5c5a374284affb2a2e0a63248771b0f906c29fa70b43,4198.572874562462,813.0059243879064
88,10-12-2021,8.990000000000000000,0.1935589259887489,0.9999999997904031,46.445804315542475059,1.884276089E-9,5471911,https://blockscout.com/xdai/mainnet/tx/0x9aa90f713870606ff5c2579d855fd5e9a097bd1439e81dc3d21c0f10872e1db2,4153.333310724186,803.9147348970681
89,11-12-2021,9.760000000000000000,0.1922260991782338,0.9999999998154856,50.773542415540764365,1.800860580E-9,5472747,https://blockscout.com/xdai/mainnet/tx/0xdc885b8923c6fa5f4cddcfeb539872efd50dd17e53ec2b4e1c037db9ccae0e43,3918.200743402953,753.1804447016054
90,12-12-2021,9.029999999999998976,0.18945828718729504,0.9999999998005691,47.662206462750839628,1.800861173E-9,5473064,https://blockscout.com/xdai/mainnet/tx/0x85b7e3be2b66847d90a7e46f05378f511d578cbdf39bba346b024d4bdded532a,4079.814930569866,772.9547487869198
91,14-12-2021,9.160000000000000000,0.1850471791658102,0.9999999998033995,49.500889671991417982,1.800860705E-9,5473607,https://blockscout.com/xdai/mainnet/tx/0x48cef830028a31ff78b5853609c1b08958d911ede99c78d540627384bd35eb22,3782.8952622347147,700.0140973562418
92,16-12-2021,9.850000000000000000,0.18507307795683048,0.9999999998171715,53.222219615851300060,1.800861021E-9,5473922,https://blockscout.com/xdai/mainnet/tx/0x1093e5a7eacc461c3761d74e57388dbf3b6276d9fad4e0069ce6b250369eb2e4,4015.72254331389,743.2021313117331
93,19-12-2021,10.210000000000000000,0.1851951338256866,0.9999999998236236,55.131038214049830451,1.800802614E-9,5475137,https://blockscout.com/xdai/mainnet/tx/0x2010a3c15dadecf5789130fd65688eb4e479c424abcdc1ca8ffa1b0ee9477f0a,3966.4253516705508,734.5626738122237
94,21-12-2021,10.630000000000000000,0.18232714319596355,0.9999999998305924,58.301796505279379115,1.800802778E-9,5475374,https://blockscout.com/xdai/mainnet/tx/0x9a7c9c2a930973e3a0f05e81d76c46499eedf3c85faa405b180bf8edc3c4b663,3950.4823919860964,720.2801687767816
95,22-12-2021,10.280000000000000000,0.18369410115595652,0.9999999998248247,55.962602692790158939,1.800802276E-9,5475871,https://blockscout.com/xdai/mainnet/tx/0xc672a45f6ecaeff4ccfcc78066b1ad3932256d9081979fa271d48d88ef7db2a4,4036.549717813428,741.4903721850675
96,26-12-2021,9.780000000000000000,0.18205985476613512,0.9999999998158688,53.718597175433835980,1.800802693E-9,5476995,https://blockscout.com/xdai/mainnet/tx/0xcb4cfeb3607f0458ab060ddfb80ccb2761208cd230b4af04f80bc9f0764b6f53,4110.571870853741,748.3701178133923
97,27-12-2021,9.790000000000000000,0.1800587889488198,0.9999999997959143,54.371130990905002463,1.997999475E-9,5477315,https://blockscout.com/xdai/mainnet/tx/0x806ae2375a868de662086593399c9ad50623d826c22b4011a4ac09015e39f5e8,4075.03161894955,733.7452582362047
